"PATID","SEQID","FULLSEQID","COLDATE","TYPE","CENSORED","DUPLICATES","NOTES","KEPT","DUPLICATE"
"patient_10769","KPR109w2","KPR109w2_02.AY656393_PLASMA_1073",1073,"PLASMA",0,"KPR109w2_16.AY656407_PLASMA_1073;KPR109w2_15.AY656406_PLASMA_1073;KPR109w2_14.AY656405_PLASMA_1073;KPR109w2_13.AY656404_PLASMA_1073;KPR109w2_12.AY656403_PLASMA_1073;KPR109w2_10.AY656401_PLASMA_1073;KPR109w2_09.AY656400_PLASMA_1073;KPR109w2_08.AY656399_PLASMA_1073;KPR109w2_06.AY656397_PLASMA_1073;KPR109w2_05.AY656396_PLASMA_1073;KPR109w2_01.AY656392_PLASMA_1073",NA,0,"KPR109w2_16.AY656407_PLASMA_1073"
"patient_10769","KPR109w2","KPR109w2_01.AY656392_PLASMA_1073",1073,"PLASMA",0,"KPR109w2_16.AY656407_PLASMA_1073;KPR109w2_15.AY656406_PLASMA_1073;KPR109w2_14.AY656405_PLASMA_1073;KPR109w2_13.AY656404_PLASMA_1073;KPR109w2_12.AY656403_PLASMA_1073;KPR109w2_10.AY656401_PLASMA_1073;KPR109w2_09.AY656400_PLASMA_1073;KPR109w2_08.AY656399_PLASMA_1073;KPR109w2_06.AY656397_PLASMA_1073;KPR109w2_05.AY656396_PLASMA_1073;KPR109w2_02.AY656393_PLASMA_1073",NA,0,"KPR109w2_16.AY656407_PLASMA_1073"
"patient_10769","PR109pre","PR109pre_01.AY656249_PLASMA_0",0,"PLASMA",0,"",NA,1,"PR109pre_01.AY656249_PLASMA_0"
"patient_10769","PR109pre","PR109pre_04.AY656252_PLASMA_0",0,"PLASMA",0,"",NA,1,"PR109pre_04.AY656252_PLASMA_0"
"patient_10769","PR109w2","PR109w2_16.AY656280_PLASMA_1073",1073,"PLASMA",0,"",NA,1,"PR109w2_16.AY656280_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_02.AY656266_PLASMA_1073",1073,"PLASMA",0,"",NA,1,"PR109w2_02.AY656266_PLASMA_1073"
"patient_10769","PR109pre","PR109pre_12.AY656260_PLASMA_0",0,"PLASMA",0,"",NA,1,"PR109pre_12.AY656260_PLASMA_0"
"patient_10769","PR109pre","PR109pre_10.AY656258_PLASMA_0",0,"PLASMA",0,"",NA,1,"PR109pre_10.AY656258_PLASMA_0"
"patient_10769","PR109w2","PR109w2_09.AY656273_PLASMA_1073",1073,"PLASMA",0,"",NA,1,"PR109w2_09.AY656273_PLASMA_1073"
"patient_10769","PR109pr","PR109pr_03.AY375570_PLASMA_30",30,"PLASMA",0,"",NA,1,"PR109pr_03.AY375570_PLASMA_30"
"patient_10769","PR109w2","PR109w2_15.AY656279_PLASMA_1073",1073,"PLASMA",0,"",NA,1,"PR109w2_15.AY656279_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_07.AY656271_PLASMA_1073",1073,"PLASMA",0,"",NA,1,"PR109w2_07.AY656271_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_14.AY656278_PLASMA_1073",1073,"PLASMA",0,"PR109w2_12.AY656276_PLASMA_1073;PR109w2_11.AY656275_PLASMA_1073;PR109w2_10.AY656274_PLASMA_1073;PR109w2_06.AY656270_PLASMA_1073;PR109w2_05.AY656269_PLASMA_1073;PR109w2_03.AY656267_PLASMA_1073",NA,1,"PR109w2_14.AY656278_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_12.AY656276_PLASMA_1073",1073,"PLASMA",0,"PR109w2_14.AY656278_PLASMA_1073;PR109w2_11.AY656275_PLASMA_1073;PR109w2_10.AY656274_PLASMA_1073;PR109w2_06.AY656270_PLASMA_1073;PR109w2_05.AY656269_PLASMA_1073;PR109w2_03.AY656267_PLASMA_1073",NA,0,"PR109w2_14.AY656278_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_11.AY656275_PLASMA_1073",1073,"PLASMA",0,"PR109w2_14.AY656278_PLASMA_1073;PR109w2_12.AY656276_PLASMA_1073;PR109w2_10.AY656274_PLASMA_1073;PR109w2_06.AY656270_PLASMA_1073;PR109w2_05.AY656269_PLASMA_1073;PR109w2_03.AY656267_PLASMA_1073",NA,0,"PR109w2_14.AY656278_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_10.AY656274_PLASMA_1073",1073,"PLASMA",0,"PR109w2_14.AY656278_PLASMA_1073;PR109w2_12.AY656276_PLASMA_1073;PR109w2_11.AY656275_PLASMA_1073;PR109w2_06.AY656270_PLASMA_1073;PR109w2_05.AY656269_PLASMA_1073;PR109w2_03.AY656267_PLASMA_1073",NA,0,"PR109w2_14.AY656278_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_06.AY656270_PLASMA_1073",1073,"PLASMA",0,"PR109w2_14.AY656278_PLASMA_1073;PR109w2_12.AY656276_PLASMA_1073;PR109w2_11.AY656275_PLASMA_1073;PR109w2_10.AY656274_PLASMA_1073;PR109w2_05.AY656269_PLASMA_1073;PR109w2_03.AY656267_PLASMA_1073",NA,0,"PR109w2_14.AY656278_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_05.AY656269_PLASMA_1073",1073,"PLASMA",0,"PR109w2_14.AY656278_PLASMA_1073;PR109w2_12.AY656276_PLASMA_1073;PR109w2_11.AY656275_PLASMA_1073;PR109w2_10.AY656274_PLASMA_1073;PR109w2_06.AY656270_PLASMA_1073;PR109w2_03.AY656267_PLASMA_1073",NA,0,"PR109w2_14.AY656278_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_03.AY656267_PLASMA_1073",1073,"PLASMA",0,"PR109w2_14.AY656278_PLASMA_1073;PR109w2_12.AY656276_PLASMA_1073;PR109w2_11.AY656275_PLASMA_1073;PR109w2_10.AY656274_PLASMA_1073;PR109w2_06.AY656270_PLASMA_1073;PR109w2_05.AY656269_PLASMA_1073",NA,0,"PR109w2_14.AY656278_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_13.AY656277_PLASMA_1073",1073,"PLASMA",0,"",NA,1,"PR109w2_13.AY656277_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_04.AY656268_PLASMA_1073",1073,"PLASMA",0,"",NA,1,"PR109w2_04.AY656268_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_08.AY656272_PLASMA_1073",1073,"PLASMA",0,"PR109w2_01.AY656265_PLASMA_1073",NA,1,"PR109w2_08.AY656272_PLASMA_1073"
"patient_10769","PR109w2","PR109w2_01.AY656265_PLASMA_1073",1073,"PLASMA",0,"PR109w2_08.AY656272_PLASMA_1073",NA,0,"PR109w2_08.AY656272_PLASMA_1073"
"patient_10769","TD109pr","TD109pr_06.AY375605_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_06.AY375605_PBMC_30"
"patient_10769","PR109pre","PR109pre_15.AY656263_PLASMA_0",0,"PLASMA",0,"",NA,1,"PR109pre_15.AY656263_PLASMA_0"
"patient_10769","Tx109pr","Tx109pr_12.AY375595_PBMC_30",30,"PBMC",1,"",NA,1,"Tx109pr_12.AY375595_PBMC_30"
"patient_10769","PR109pr","PR109pr_13.AY375580_PLASMA_30",30,"PLASMA",0,"",NA,1,"PR109pr_13.AY375580_PLASMA_30"
"patient_10769","Tx109pr","Tx109pr_08.AY375591_PBMC_30",30,"PBMC",1,"Tx109pr_02.AY375585_PBMC_30",NA,1,"Tx109pr_08.AY375591_PBMC_30"
"patient_10769","Tx109pr","Tx109pr_02.AY375585_PBMC_30",30,"PBMC",1,"Tx109pr_08.AY375591_PBMC_30",NA,0,"Tx109pr_08.AY375591_PBMC_30"
"patient_10769","PR109pr","PR109pr_16.AY375583_PLASMA_30",30,"PLASMA",0,"",NA,1,"PR109pr_16.AY375583_PLASMA_30"
"patient_10769","Tx109pr","Tx109pr_16.AY375599_PBMC_30",30,"PBMC",1,"",NA,1,"Tx109pr_16.AY375599_PBMC_30"
"patient_10769","TD109pr","TD109pr_03.AY375602_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_03.AY375602_PBMC_30"
"patient_10769","PR109w12","PR109w12_13.EF425088_PLASMA_1143",1143,"PLASMA",0,"",NA,1,"PR109w12_13.EF425088_PLASMA_1143"
"patient_10769","TD109pr","TD109pr_10.AY375609_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_10.AY375609_PBMC_30"
"patient_10769","Tx109pr","Tx109pr_05.AY375588_PBMC_30",30,"PBMC",1,"",NA,1,"Tx109pr_05.AY375588_PBMC_30"
"patient_10769","TD109pr","TD109pr_14.AY375613_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_14.AY375613_PBMC_30"
"patient_10769","TD109pr","TD109pr_12.AY375611_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_12.AY375611_PBMC_30"
"patient_10769","TD109pr","TD109pr_11.AY375610_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_11.AY375610_PBMC_30"
"patient_10769","TD109pr","TD109pr_05.AY375604_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_05.AY375604_PBMC_30"
"patient_10769","TD109pr","TD109pr_02.AY375601_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_02.AY375601_PBMC_30"
"patient_10769","TD109pr","TD109pr_01.AY375600_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_01.AY375600_PBMC_30"
"patient_10769","Tx109pr","Tx109pr_13.AY375596_PBMC_30",30,"PBMC",1,"",NA,1,"Tx109pr_13.AY375596_PBMC_30"
"patient_10769","PR109pr","PR109pr_06.AY375573_PLASMA_30",30,"PLASMA",0,"",NA,1,"PR109pr_06.AY375573_PLASMA_30"
"patient_10769","Tx109pr","Tx109pr_15.AY375598_PBMC_30",30,"PBMC",1,"",NA,1,"Tx109pr_15.AY375598_PBMC_30"
"patient_10769","Tx109pr","Tx109pr_09.AY375592_PBMC_30",30,"PBMC",1,"",NA,1,"Tx109pr_09.AY375592_PBMC_30"
"patient_10769","TD109pr","TD109pr_16.AY375615_PBMC_30",30,"PBMC",1,"TD109pr_13.AY375612_PBMC_30;TD109pr_04.AY375603_PBMC_30",NA,1,"TD109pr_16.AY375615_PBMC_30"
"patient_10769","TD109pr","TD109pr_13.AY375612_PBMC_30",30,"PBMC",1,"TD109pr_16.AY375615_PBMC_30;TD109pr_04.AY375603_PBMC_30",NA,0,"TD109pr_16.AY375615_PBMC_30"
"patient_10769","TD109pr","TD109pr_04.AY375603_PBMC_30",30,"PBMC",1,"TD109pr_16.AY375615_PBMC_30;TD109pr_13.AY375612_PBMC_30",NA,0,"TD109pr_16.AY375615_PBMC_30"
"patient_10769","Tx109pr","Tx109pr_04.AY375587_PBMC_30",30,"PBMC",1,"",NA,1,"Tx109pr_04.AY375587_PBMC_30"
"patient_10769","TD109pr","TD109pr_08.AY375607_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_08.AY375607_PBMC_30"
"patient_10769","Tx109pr","Tx109pr_03.AY375586_PBMC_30",30,"PBMC",1,"",NA,1,"Tx109pr_03.AY375586_PBMC_30"
"patient_10769","KR109w41","KR109w41_11.AY656371_PBMC_1360",1360,"PBMC",1,"",NA,1,"KR109w41_11.AY656371_PBMC_1360"
"patient_10769","TD109pr","TD109pr_07.AY375606_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_07.AY375606_PBMC_30"
"patient_10769","Tx109pr","Tx109pr_10.AY375593_PBMC_30",30,"PBMC",1,"",NA,1,"Tx109pr_10.AY375593_PBMC_30"
"patient_10769","KR109w41","KR109w41_14.AY656374_PBMC_1360",1360,"PBMC",1,"",NA,1,"KR109w41_14.AY656374_PBMC_1360"
"patient_10769","KR109w41","KR109w41_12.AY656372_PBMC_1360",1360,"PBMC",1,"",NA,1,"KR109w41_12.AY656372_PBMC_1360"
"patient_10769","KR109w41","KR109w41_09.AY656369_PBMC_1360",1360,"PBMC",1,"",NA,1,"KR109w41_09.AY656369_PBMC_1360"
"patient_10769","KR109w41","KR109w41_08.AY656368_PBMC_1360",1360,"PBMC",1,"",NA,1,"KR109w41_08.AY656368_PBMC_1360"
"patient_10769","KR109w41","KR109w41_07.AY656367_PBMC_1360",1360,"PBMC",1,"",NA,1,"KR109w41_07.AY656367_PBMC_1360"
"patient_10769","KR109w41","KR109w41_06.AY656366_PBMC_1360",1360,"PBMC",1,"",NA,1,"KR109w41_06.AY656366_PBMC_1360"
"patient_10769","KR109w41","KR109w41_04.AY656364_PBMC_1360",1360,"PBMC",1,"",NA,1,"KR109w41_04.AY656364_PBMC_1360"
"patient_10769","KR109w41","KR109w41_01.AY656361_PBMC_1360",1360,"PBMC",1,"",NA,1,"KR109w41_01.AY656361_PBMC_1360"
"patient_10769","KR109w41","KR109w41_16.AY656376_PBMC_1360",1360,"PBMC",1,"KR109w41_15.AY656375_PBMC_1360;KR109w41_13.AY656373_PBMC_1360;KR109w41_10.AY656370_PBMC_1360;KR109w41_05.AY656365_PBMC_1360;KR109w41_03.AY656363_PBMC_1360;KR109w41_02.AY656362_PBMC_1360",NA,1,"KR109w41_16.AY656376_PBMC_1360"
"patient_10769","KR109w41","KR109w41_15.AY656375_PBMC_1360",1360,"PBMC",1,"KR109w41_16.AY656376_PBMC_1360;KR109w41_13.AY656373_PBMC_1360;KR109w41_10.AY656370_PBMC_1360;KR109w41_05.AY656365_PBMC_1360;KR109w41_03.AY656363_PBMC_1360;KR109w41_02.AY656362_PBMC_1360",NA,0,"KR109w41_16.AY656376_PBMC_1360"
"patient_10769","KR109w41","KR109w41_13.AY656373_PBMC_1360",1360,"PBMC",1,"KR109w41_16.AY656376_PBMC_1360;KR109w41_15.AY656375_PBMC_1360;KR109w41_10.AY656370_PBMC_1360;KR109w41_05.AY656365_PBMC_1360;KR109w41_03.AY656363_PBMC_1360;KR109w41_02.AY656362_PBMC_1360",NA,0,"KR109w41_16.AY656376_PBMC_1360"
"patient_10769","KR109w41","KR109w41_10.AY656370_PBMC_1360",1360,"PBMC",1,"KR109w41_16.AY656376_PBMC_1360;KR109w41_15.AY656375_PBMC_1360;KR109w41_13.AY656373_PBMC_1360;KR109w41_05.AY656365_PBMC_1360;KR109w41_03.AY656363_PBMC_1360;KR109w41_02.AY656362_PBMC_1360",NA,0,"KR109w41_16.AY656376_PBMC_1360"
"patient_10769","KR109w41","KR109w41_05.AY656365_PBMC_1360",1360,"PBMC",1,"KR109w41_16.AY656376_PBMC_1360;KR109w41_15.AY656375_PBMC_1360;KR109w41_13.AY656373_PBMC_1360;KR109w41_10.AY656370_PBMC_1360;KR109w41_03.AY656363_PBMC_1360;KR109w41_02.AY656362_PBMC_1360",NA,0,"KR109w41_16.AY656376_PBMC_1360"
"patient_10769","KR109w41","KR109w41_03.AY656363_PBMC_1360",1360,"PBMC",1,"KR109w41_16.AY656376_PBMC_1360;KR109w41_15.AY656375_PBMC_1360;KR109w41_13.AY656373_PBMC_1360;KR109w41_10.AY656370_PBMC_1360;KR109w41_05.AY656365_PBMC_1360;KR109w41_02.AY656362_PBMC_1360",NA,0,"KR109w41_16.AY656376_PBMC_1360"
"patient_10769","KR109w41","KR109w41_02.AY656362_PBMC_1360",1360,"PBMC",1,"KR109w41_16.AY656376_PBMC_1360;KR109w41_15.AY656375_PBMC_1360;KR109w41_13.AY656373_PBMC_1360;KR109w41_10.AY656370_PBMC_1360;KR109w41_05.AY656365_PBMC_1360;KR109w41_03.AY656363_PBMC_1360",NA,0,"KR109w41_16.AY656376_PBMC_1360"
"patient_10769","Tx109pr","Tx109pr_01.AY375584_PBMC_30",30,"PBMC",1,"",NA,1,"Tx109pr_01.AY375584_PBMC_30"
"patient_10769","KR109w2","KR109w2_02.AY656346_PBMC_1073",1073,"PBMC",1,"",NA,1,"KR109w2_02.AY656346_PBMC_1073"
"patient_10769","PR109w49","PR109w49_23.EF425144_PLASMA_1415",1415,"PLASMA",0,"",NA,1,"PR109w49_23.EF425144_PLASMA_1415"
"patient_10769","PR109pr","PR109pr_10.AY375577_PLASMA_30",30,"PLASMA",0,"",NA,1,"PR109pr_10.AY375577_PLASMA_30"
"patient_10769","PR109pr","PR109pr_02.AY375569_PLASMA_30",30,"PLASMA",0,"",NA,1,"PR109pr_02.AY375569_PLASMA_30"
"patient_10769","PR109pre","PR109pre_13.AY656261_PLASMA_0",0,"PLASMA",0,"",NA,1,"PR109pre_13.AY656261_PLASMA_0"
"patient_10769","PR109w49","PR109w49_05.EF425126_PLASMA_1415",1415,"PLASMA",0,"",NA,1,"PR109w49_05.EF425126_PLASMA_1415"
"patient_10769","PR109pr","PR109pr_14.AY375581_PLASMA_30",30,"PLASMA",0,"",NA,1,"PR109pr_14.AY375581_PLASMA_30"
"patient_10769","KR109w2","KR109w2_03.AY656347_PBMC_1073",1073,"PBMC",1,"Tx109pr_06.AY375589_PBMC_30",NA,0,"Tx109pr_06.AY375589_PBMC_30"
"patient_10769","Tx109pr","Tx109pr_06.AY375589_PBMC_30",30,"PBMC",1,"KR109w2_03.AY656347_PBMC_1073",NA,1,"Tx109pr_06.AY375589_PBMC_30"
"patient_10769","PR109pre","PR109pre_03.AY656251_PLASMA_0",0,"PLASMA",0,"",NA,1,"PR109pre_03.AY656251_PLASMA_0"
"patient_10769","TD109pr","TD109pr_09.AY375608_PBMC_30",30,"PBMC",1,"",NA,1,"TD109pr_09.AY375608_PBMC_30"
"patient_10769","PR109pre","PR109pre_09.AY656257_PLASMA_0",0,"PLASMA",0,"",NA,1,"PR109pre_09.AY656257_PLASMA_0"
"patient_10769","PR109w49","PR109w49_16.EF425137_PLASMA_1415",1415,"PLASMA",0,"",NA,1,"PR109w49_16.EF425137_PLASMA_1415"
"patient_10769","PR109w131","PR109w131_08.EF425153_PLASMA_1976",1976,"PLASMA",0,"",NA,1,"PR109w131_08.EF425153_PLASMA_1976"
"patient_10769","PR109w131","PR109w131_16.EF425161_PLASMA_1976",1976,"PLASMA",0,"PR109w131_12.EF425157_PLASMA_1976;PR109w131_04.EF425149_PLASMA_1976;PR109w131_03.EF425148_PLASMA_1976",NA,1,"PR109w131_16.EF425161_PLASMA_1976"
