"PATID","SEQID","FULLSEQID","COLDATE","TYPE","CENSORED","DUPLICATES","NOTES","KEPT","DUPLICATE"
"patient_10138","p8c070.AF138501","p8c070.AF138501_PBMC_2038",2038,"PBMC",1,"",NA,1,"p8c070.AF138501_PBMC_2038"
"patient_10138","p8c070.AF138499","p8c070.AF138499_PBMC_2038",2038,"PBMC",1,"",NA,1,"p8c070.AF138499_PBMC_2038"
"patient_10138","p8c095.AF138526","p8c095.AF138526_PBMC_2799",2799,"PBMC",1,"",NA,1,"p8c095.AF138526_PBMC_2799"
"patient_10138","p8c081.AF138513","p8c081.AF138513_PBMC_2373",2373,"PBMC",1,"",NA,1,"p8c081.AF138513_PBMC_2373"
"patient_10138","p8c081.AF138509","p8c081.AF138509_PBMC_2373",2373,"PBMC",1,"",NA,1,"p8c081.AF138509_PBMC_2373"
"patient_10138","p8c095.AF138529","p8c095.AF138529_PBMC_2799",2799,"PBMC",1,"",NA,1,"p8c095.AF138529_PBMC_2799"
"patient_10138","p8c095.AF138525","p8c095.AF138525_PBMC_2799",2799,"PBMC",1,"p8c095.AF138521_PBMC_2799",NA,1,"p8c095.AF138525_PBMC_2799"
"patient_10138","p8c095.AF138521","p8c095.AF138521_PBMC_2799",2799,"PBMC",1,"p8c095.AF138525_PBMC_2799",NA,0,"p8c095.AF138525_PBMC_2799"
"patient_10138","p8p101.AY348486","p8p101.AY348486_PLASMA_2981",2981,"PLASMA",0,"",NA,1,"p8p101.AY348486_PLASMA_2981"
"patient_10138","p8p101.AY348492","p8p101.AY348492_PLASMA_2981",2981,"PLASMA",0,"",NA,1,"p8p101.AY348492_PLASMA_2981"
"patient_10138","p8p101.AY348493","p8p101.AY348493_PLASMA_2981",2981,"PLASMA",0,"",NA,1,"p8p101.AY348493_PLASMA_2981"
"patient_10138","p8p101.AY348485","p8p101.AY348485_PLASMA_2981",2981,"PLASMA",0,"",NA,1,"p8p101.AY348485_PLASMA_2981"
"patient_10138","p8p101.AY348480","p8p101.AY348480_PLASMA_2981",2981,"PLASMA",0,"",NA,1,"p8p101.AY348480_PLASMA_2981"
"patient_10138","p8p101.AY348478","p8p101.AY348478_PLASMA_2981",2981,"PLASMA",0,"",NA,1,"p8p101.AY348478_PLASMA_2981"
"patient_10138","p8p101.AY348488","p8p101.AY348488_PLASMA_2981",2981,"PLASMA",0,"p8p101.AY348484_PLASMA_2981;p8p101.AY348479_PLASMA_2981",NA,1,"p8p101.AY348488_PLASMA_2981"
"patient_10138","p8p101.AY348484","p8p101.AY348484_PLASMA_2981",2981,"PLASMA",0,"p8p101.AY348488_PLASMA_2981;p8p101.AY348479_PLASMA_2981",NA,0,"p8p101.AY348488_PLASMA_2981"
"patient_10138","p8p101.AY348479","p8p101.AY348479_PLASMA_2981",2981,"PLASMA",0,"p8p101.AY348488_PLASMA_2981;p8p101.AY348484_PLASMA_2981",NA,0,"p8p101.AY348488_PLASMA_2981"
"patient_10138","p8p101.AY348495","p8p101.AY348495_PLASMA_2981",2981,"PLASMA",0,"p8p101.AY348490_PLASMA_2981",NA,1,"p8p101.AY348495_PLASMA_2981"
"patient_10138","p8p101.AY348490","p8p101.AY348490_PLASMA_2981",2981,"PLASMA",0,"p8p101.AY348495_PLASMA_2981",NA,0,"p8p101.AY348495_PLASMA_2981"
"patient_10138","p8c095.AF138519","p8c095.AF138519_PBMC_2799",2799,"PBMC",1,"",NA,1,"p8c095.AF138519_PBMC_2799"
"patient_10138","p8p113.AY348525","p8p113.AY348525_PLASMA_3346",3346,"PLASMA",0,"",NA,1,"p8p113.AY348525_PLASMA_3346"
"patient_10138","p8p113.AY348524","p8p113.AY348524_PLASMA_3346",3346,"PLASMA",0,"",NA,1,"p8p113.AY348524_PLASMA_3346"
"patient_10138","p8p113.AY348519","p8p113.AY348519_PLASMA_3346",3346,"PLASMA",0,"",NA,1,"p8p113.AY348519_PLASMA_3346"
"patient_10138","p8p101.AY348483","p8p101.AY348483_PLASMA_2981",2981,"PLASMA",0,"",NA,1,"p8p101.AY348483_PLASMA_2981"
"patient_10138","p8p106.AY348511","p8p106.AY348511_PLASMA_3134",3134,"PLASMA",0,"p8p106.AY348507_PLASMA_3134;p8p106.AY348498_PLASMA_3134",NA,1,"p8p106.AY348511_PLASMA_3134"
"patient_10138","p8p106.AY348507","p8p106.AY348507_PLASMA_3134",3134,"PLASMA",0,"p8p106.AY348511_PLASMA_3134;p8p106.AY348498_PLASMA_3134",NA,0,"p8p106.AY348511_PLASMA_3134"
"patient_10138","p8p106.AY348498","p8p106.AY348498_PLASMA_3134",3134,"PLASMA",0,"p8p106.AY348511_PLASMA_3134;p8p106.AY348507_PLASMA_3134",NA,0,"p8p106.AY348511_PLASMA_3134"
"patient_10138","p8p113.AY348515","p8p113.AY348515_PLASMA_3346",3346,"PLASMA",0,"",NA,1,"p8p113.AY348515_PLASMA_3346"
"patient_10138","p8p101.AY348482","p8p101.AY348482_PLASMA_2981",2981,"PLASMA",0,"",NA,1,"p8p101.AY348482_PLASMA_2981"
"patient_10138","p8p101.AY348496","p8p101.AY348496_PLASMA_2981",2981,"PLASMA",0,"p8p101.AY348491_PLASMA_2981",NA,1,"p8p101.AY348496_PLASMA_2981"
"patient_10138","p8p101.AY348491","p8p101.AY348491_PLASMA_2981",2981,"PLASMA",0,"p8p101.AY348496_PLASMA_2981",NA,0,"p8p101.AY348496_PLASMA_2981"
"patient_10138","p8c095.AF138520","p8c095.AF138520_PBMC_2799",2799,"PBMC",1,"",NA,1,"p8c095.AF138520_PBMC_2799"
"patient_10138","p8c095.AF138527","p8c095.AF138527_PBMC_2799",2799,"PBMC",1,"",NA,1,"p8c095.AF138527_PBMC_2799"
"patient_10138","p8p106.AY348501","p8p106.AY348501_PLASMA_3134",3134,"PLASMA",0,"",NA,1,"p8p106.AY348501_PLASMA_3134"
"patient_10138","p8p106.AY348499","p8p106.AY348499_PLASMA_3134",3134,"PLASMA",0,"",NA,1,"p8p106.AY348499_PLASMA_3134"
"patient_10138","p8c081.AF138512","p8c081.AF138512_PBMC_2373",2373,"PBMC",1,"",NA,1,"p8c081.AF138512_PBMC_2373"
"patient_10138","p8c081.AF138510","p8c081.AF138510_PBMC_2373",2373,"PBMC",1,"",NA,1,"p8c081.AF138510_PBMC_2373"
"patient_10138","p8c095.AF138530","p8c095.AF138530_PBMC_2799",2799,"PBMC",1,"",NA,1,"p8c095.AF138530_PBMC_2799"
"patient_10138","p8c081.AF138516","p8c081.AF138516_PBMC_2373",2373,"PBMC",1,"",NA,1,"p8c081.AF138516_PBMC_2373"
"patient_10138","p8c081.AF138507","p8c081.AF138507_PBMC_2373",2373,"PBMC",1,"",NA,1,"p8c081.AF138507_PBMC_2373"
"patient_10138","p8c095.AF138522","p8c095.AF138522_PBMC_2799",2799,"PBMC",1,"",NA,1,"p8c095.AF138522_PBMC_2799"
"patient_10138","p8c081.AF138514","p8c081.AF138514_PBMC_2373",2373,"PBMC",1,"",NA,1,"p8c081.AF138514_PBMC_2373"
"patient_10138","P8P065","P8P065_19.AF204669_PLASMA_1886",1886,"PLASMA",0,"",NA,1,"P8P065_19.AF204669_PLASMA_1886"
"patient_10138","P8P065","P8P065_04.AF204663_PLASMA_1886",1886,"PLASMA",0,"",NA,1,"P8P065_04.AF204663_PLASMA_1886"
"patient_10138","p8c070.AF138505","p8c070.AF138505_PBMC_2038",2038,"PBMC",1,"",NA,1,"p8c070.AF138505_PBMC_2038"
"patient_10138","p8c070.AF138500","p8c070.AF138500_PBMC_2038",2038,"PBMC",1,"",NA,1,"p8c070.AF138500_PBMC_2038"
"patient_10138","P8P065","P8P065_10.AF204667_PLASMA_1886",1886,"PLASMA",0,"","recombinant",0,"P8P065_10.AF204667_PLASMA_1886"
"patient_10138","p8c095.AF138528","p8c095.AF138528_PBMC_2799",2799,"PBMC",1,"",NA,1,"p8c095.AF138528_PBMC_2799"
"patient_10138","p8p106.AY348510","p8p106.AY348510_PLASMA_3134",3134,"PLASMA",0,"p8p106.AY348509_PLASMA_3134;p8p106.AY348506_PLASMA_3134",NA,0,"p8p106.AY348510_PLASMA_3134"
"patient_10138","p8p106.AY348509","p8p106.AY348509_PLASMA_3134",3134,"PLASMA",0,"p8p106.AY348510_PLASMA_3134;p8p106.AY348506_PLASMA_3134",NA,0,"p8p106.AY348510_PLASMA_3134"
"patient_10138","p8p106.AY348506","p8p106.AY348506_PLASMA_3134",3134,"PLASMA",0,"p8p106.AY348510_PLASMA_3134;p8p106.AY348509_PLASMA_3134",NA,0,"p8p106.AY348510_PLASMA_3134"
"patient_10138","p8p106.AY348505","p8p106.AY348505_PLASMA_3134",3134,"PLASMA",0,"",NA,0,"p8p106.AY348505_PLASMA_3134"
"patient_10138","p8p113.AY348523","p8p113.AY348523_PLASMA_3346",3346,"PLASMA",0,"","recombinant",0,"p8p113.AY348523_PLASMA_3346"
"patient_10138","p8p113.AY348516","p8p113.AY348516_PLASMA_3346",3346,"PLASMA",0,"","recombinant",0,"p8p113.AY348516_PLASMA_3346"
"patient_10138","p8p113.AY348517","p8p113.AY348517_PLASMA_3346",3346,"PLASMA",0,"",NA,0,"p8p113.AY348517_PLASMA_3346"
"patient_10138","p8p113.AY348513","p8p113.AY348513_PLASMA_3346",3346,"PLASMA",0,"",NA,0,"p8p113.AY348513_PLASMA_3346"
"patient_10138","p8c059.AF138485","p8c059.AF138485_PBMC_1704",1704,"PBMC",1,"","hypermut",0,"p8c059.AF138485_PBMC_1704"
"patient_10138","p8c059.AF138484","p8c059.AF138484_PBMC_1704",1704,"PBMC",1,"","hypermut",0,"p8c059.AF138484_PBMC_1704"
"patient_10138","p8c035.AF138452","p8c035.AF138452_PBMC_974",974,"PBMC",1,"",NA,1,"p8c035.AF138452_PBMC_974"
"patient_10138","p8c035.AF138446","p8c035.AF138446_PBMC_974",974,"PBMC",1,"",NA,1,"p8c035.AF138446_PBMC_974"
"patient_10138","p8c035.AF138445","p8c035.AF138445_PBMC_974",974,"PBMC",1,"",NA,1,"p8c035.AF138445_PBMC_974"
"patient_10138","p8c046.AF138468","p8c046.AF138468_PBMC_1308",1308,"PBMC",1,"",NA,1,"p8c046.AF138468_PBMC_1308"
"patient_10138","p8c046.AF138466","p8c046.AF138466_PBMC_1308",1308,"PBMC",1,"",NA,1,"p8c046.AF138466_PBMC_1308"
"patient_10138","p8c046.AF138464","p8c046.AF138464_PBMC_1308",1308,"PBMC",1,"",NA,1,"p8c046.AF138464_PBMC_1308"
"patient_10138","p8c065.AF138490","p8c065.AF138490_PBMC_1886",1886,"PBMC",1,"",NA,1,"p8c065.AF138490_PBMC_1886"
"patient_10138","p8c053.AF138475","p8c053.AF138475_PBMC_1521",1521,"PBMC",1,"",NA,1,"p8c053.AF138475_PBMC_1521"
"patient_10138","p8c059.AF138486","p8c059.AF138486_PBMC_1704",1704,"PBMC",1,"",NA,1,"p8c059.AF138486_PBMC_1704"
"patient_10138","p8c059.AF138480","p8c059.AF138480_PBMC_1704",1704,"PBMC",1,"",NA,1,"p8c059.AF138480_PBMC_1704"
"patient_10138","p8c041.AF138456","p8c041.AF138456_PBMC_1156",1156,"PBMC",1,"",NA,1,"p8c041.AF138456_PBMC_1156"
"patient_10138","p8c065.AF138496","p8c065.AF138496_PBMC_1886",1886,"PBMC",1,"",NA,1,"p8c065.AF138496_PBMC_1886"
"patient_10138","P8P017","P8P017_08.AF204645_PLASMA_426",426,"PLASMA",0,"",NA,1,"P8P017_08.AF204645_PLASMA_426"
"patient_10138","p8c035.AF138450","p8c035.AF138450_PBMC_974",974,"PBMC",1,"",NA,1,"p8c035.AF138450_PBMC_974"
"patient_10138","p8c065.AF138494","p8c065.AF138494_PBMC_1886",1886,"PBMC",1,"",NA,1,"p8c065.AF138494_PBMC_1886"
"patient_10138","P8P017","P8P017_05.AF204643_PLASMA_426",426,"PLASMA",0,"",NA,1,"P8P017_05.AF204643_PLASMA_426"
"patient_10138","p8c029.AF138437","p8c029.AF138437_PBMC_791",791,"PBMC",1,"",NA,1,"p8c029.AF138437_PBMC_791"
"patient_10138","p8c029.AF138444","p8c029.AF138444_PBMC_791",791,"PBMC",1,"",NA,1,"p8c029.AF138444_PBMC_791"
"patient_10138","p8c029.AF138440","p8c029.AF138440_PBMC_791",791,"PBMC",1,"",NA,1,"p8c029.AF138440_PBMC_791"
"patient_10138","p8c029.AF138439","p8c029.AF138439_PBMC_791",791,"PBMC",1,"",NA,1,"p8c029.AF138439_PBMC_791"
"patient_10138","p8c029.AF138441","p8c029.AF138441_PBMC_791",791,"PBMC",1,"",NA,1,"p8c029.AF138441_PBMC_791"
"patient_10138","P8P017","P8P017_10.AF204647_PLASMA_426",426,"PLASMA",0,"",NA,1,"P8P017_10.AF204647_PLASMA_426"
"patient_10138","p8c053.AF138477","p8c053.AF138477_PBMC_1521",1521,"PBMC",1,"",NA,1,"p8c053.AF138477_PBMC_1521"
"patient_10138","p8c053.AF138472","p8c053.AF138472_PBMC_1521",1521,"PBMC",1,"",NA,1,"p8c053.AF138472_PBMC_1521"
"patient_10138","p8c053.AF138476","p8c053.AF138476_PBMC_1521",1521,"PBMC",1,"",NA,1,"p8c053.AF138476_PBMC_1521"
"patient_10138","p8c017.AF138434","p8c017.AF138434_PBMC_426",426,"PBMC",1,"",NA,1,"p8c017.AF138434_PBMC_426"
"patient_10138","P8P017","P8P017_15.AF204649_PLASMA_426",426,"PLASMA",0,"",NA,1,"P8P017_15.AF204649_PLASMA_426"
"patient_10138","p8c029.AF138443","p8c029.AF138443_PBMC_791",791,"PBMC",1,"",NA,1,"p8c029.AF138443_PBMC_791"
"patient_10138","p8c029.AF138442","p8c029.AF138442_PBMC_791",791,"PBMC",1,"",NA,1,"p8c029.AF138442_PBMC_791"
"patient_10138","p8c041.AF138457","p8c041.AF138457_PBMC_1156",1156,"PBMC",1,"",NA,1,"p8c041.AF138457_PBMC_1156"
"patient_10138","P8P017","P8P017_03.AF204641_PLASMA_426",426,"PLASMA",0,"",NA,1,"P8P017_03.AF204641_PLASMA_426"
"patient_10138","P8P017","P8P017_02.AF204640_PLASMA_426",426,"PLASMA",0,"",NA,1,"P8P017_02.AF204640_PLASMA_426"
"patient_10138","p8c017.AF138435","p8c017.AF138435_PBMC_426",426,"PBMC",1,"",NA,1,"p8c017.AF138435_PBMC_426"
"patient_10138","P8P017","P8P017_14.AF204648_PLASMA_426",426,"PLASMA",0,"",NA,1,"P8P017_14.AF204648_PLASMA_426"
"patient_10138","P8P017","P8P017_04.AF204642_PLASMA_426",426,"PLASMA",0,"",NA,1,"P8P017_04.AF204642_PLASMA_426"
"patient_10138","p8c010.AF138426","p8c010.AF138426_PBMC_213",213,"PBMC",1,"p8c010.AF138425_PBMC_213",NA,1,"p8c010.AF138426_PBMC_213"
"patient_10138","p8c010.AF138425","p8c010.AF138425_PBMC_213",213,"PBMC",1,"p8c010.AF138426_PBMC_213",NA,0,"p8c010.AF138426_PBMC_213"
"patient_10138","P8P017","P8P017_07.AF204644_PLASMA_426",426,"PLASMA",0,"",NA,1,"P8P017_07.AF204644_PLASMA_426"
"patient_10138","P8P017","P8P017_09.AF204646_PLASMA_426",426,"PLASMA",0,"",NA,1,"P8P017_09.AF204646_PLASMA_426"
"patient_10138","p8c035.AF138447","p8c035.AF138447_PBMC_974",974,"PBMC",1,"",NA,1,"p8c035.AF138447_PBMC_974"
"patient_10138","p8c010.AF138424","p8c010.AF138424_PBMC_213",213,"PBMC",1,"",NA,1,"p8c010.AF138424_PBMC_213"
"patient_10138","p8c010.AF138419","p8c010.AF138419_PBMC_213",213,"PBMC",1,"",NA,1,"p8c010.AF138419_PBMC_213"
"patient_10138","p8c017.AF138436","p8c017.AF138436_PBMC_426",426,"PBMC",1,"",NA,1,"p8c017.AF138436_PBMC_426"
"patient_10138","p8c017.AF138430","p8c017.AF138430_PBMC_426",426,"PBMC",1,"",NA,1,"p8c017.AF138430_PBMC_426"
"patient_10138","p8c017.AF138432","p8c017.AF138432_PBMC_426",426,"PBMC",1,"",NA,1,"p8c017.AF138432_PBMC_426"
"patient_10138","p8c017.AF138429","p8c017.AF138429_PBMC_426",426,"PBMC",1,"",NA,1,"p8c017.AF138429_PBMC_426"
"patient_10138","p8c017.AF138433","p8c017.AF138433_PBMC_426",426,"PBMC",1,"",NA,1,"p8c017.AF138433_PBMC_426"
"patient_10138","p8c017.AF138431","p8c017.AF138431_PBMC_426",426,"PBMC",1,"",NA,1,"p8c017.AF138431_PBMC_426"
"patient_10138","p8c010.AF138427","p8c010.AF138427_PBMC_213",213,"PBMC",1,"",NA,1,"p8c010.AF138427_PBMC_213"
"patient_10138","p8c010.AF138421","p8c010.AF138421_PBMC_213",213,"PBMC",1,"",NA,1,"p8c010.AF138421_PBMC_213"
"patient_10138","p8c010.AF138423","p8c010.AF138423_PBMC_213",213,"PBMC",1,"",NA,1,"p8c010.AF138423_PBMC_213"
"patient_10138","p8c003.AF138417","p8c003.AF138417_PBMC_0",0,"PBMC",1,"",NA,1,"p8c003.AF138417_PBMC_0"
"patient_10138","p8c010.AF138428","p8c010.AF138428_PBMC_213",213,"PBMC",1,"",NA,1,"p8c010.AF138428_PBMC_213"
"patient_10138","p8c010.AF138420","p8c010.AF138420_PBMC_213",213,"PBMC",1,"",NA,1,"p8c010.AF138420_PBMC_213"
"patient_10138","p8c003.AF138413","p8c003.AF138413_PBMC_0",0,"PBMC",1,"",NA,1,"p8c003.AF138413_PBMC_0"
"patient_10138","p8c003.AF138412","p8c003.AF138412_PBMC_0",0,"PBMC",1,"",NA,1,"p8c003.AF138412_PBMC_0"
"patient_10138","p8c003.AF138415","p8c003.AF138415_PBMC_0",0,"PBMC",1,"",NA,1,"p8c003.AF138415_PBMC_0"
"patient_10138","p8c010.AF138422","p8c010.AF138422_PBMC_213",213,"PBMC",1,"",NA,1,"p8c010.AF138422_PBMC_213"
